,description,id,location,name,price,seller,strikethrough-price,url
1234,"The DAWGS Women's 13"" Microfiber boot will keep your feet and legs warm. This boot is built for comfort, padded with a memory foam insole and faux ...",165249,,Women's 13 inch Microfiber Boots - Assorted Colors,$24.99,,$89.99,https://www.livingsocial.com/products/us/tag/fashion/165249-women-s-13-inch-microfiber-boots-assorted-colors?pos=1234
1235,Our 'Joyful' Bracelet is one of our favorites! Its unique design features free-flowing beading which allows for versatility and it's super fun to w...,168466,,Silver Plated Joyful Bracelet,$9.99,,$55,https://www.livingsocial.com/products/us/tag/fashion/168466-silver-plated-joyful-bracelet?pos=1235
1236,This cool gadget is equipped with rechargeable batteries that could be simply recharged via USB cord (included). It has three speed settings and a ...,168336,,Portable Handheld Fan With Rechargeable Battery,$12.99,,$69.98,https://www.livingsocial.com/products/us/tag/home-goods/168336-portable-handheld-fan-with-rechargeable-battery?pos=1236
1237,"Get these beautiful set of stainless steel bagels and keep your wrists adorned at all times.


18k white gold plated stainless steel
5 piece (can b...",168226,,18K White Gold Plated 5 Piece Bangle Set,$12.99,,$114.99,https://www.livingsocial.com/products/us/tag/fashion/168226-18k-white-gold-plated-5-piece-bangle-set?pos=1237
1238,"Just spin from side to side to work your abs 

Helps trim your waist, hips and thighs while burning calories at the same timeCompact and light for ...",167920,,Body Trimmer Waist Twister Disk,$14.99,,$50,https://www.livingsocial.com/products/us/tag/health/167920-body-trimmer-waist-twister-disk?pos=1238
1239,"Keep your phone will always at your fingertips with these phone grips.


Securely hold and use your phone with just one or two fingers. Avoid costl...",165009,,Grip Your Phone - 3 pack,$9.99,,$29.99,https://www.livingsocial.com/products/us/tag/electronics/165009-grip-your-phone-3-pack?pos=1239
1240,"Keep your hands warm in these stylish leather fleece gloves. These black gloves feature touchscreen capability on each finger. 
  
* Material: Flee...",162189,,Womens Leather Fleece Touch Gloves,$9.99,,$79.98,https://www.livingsocial.com/products/us/tag/fashion/162189-womens-leather-fleece-touch-gloves?pos=1240
1241,"Give your hair a professional salon quality look and feel in just 3 minutes with the Perfecter's ceramic barrel and ionic technology, which pulls m...",162183,,Power Styler Heated Round Brush,$24.99,,$80,https://www.livingsocial.com/products/us/tag/beauty/162183-power-styler-heated-round-brush?pos=1241
1242,"Let your pets sleep comfortably with this lovely bed.This Pet Bed features a nice thick built-in pillow for comfort, and soft walls for support. 

...",161973,,Pet Bed and Furniture Protector - 3 colors,$29.99,,$99.99,https://www.livingsocial.com/products/us/tag/kids-pets/161973-pet-bed-and-furniture-protector-3-colors?pos=1242
1243,"These Fleece Ear Muffs are stylish, warm, and are adjustable to fit most heads. Ear Muffs wrap around the back of your head and can be easily worn ...",161959,,4 Pack fleece Earmuffs,$9.99,,$49.99,https://www.livingsocial.com/products/us/tag/beauty/161959-4-pack-fleece-earmuffs?pos=1243
1244,These beautiful stainless steel tricolor rings are the perfect piece of jewelry for your everyday life. perfect for any setting and also great for ...,161999,,Set of 3 Tricolor Stainless Steel Band Rings,$9.99,,$124.99,https://www.livingsocial.com/products/us/tag/fashion/161999-set-of-3-tricolor-stainless-steel-band-rings?pos=1244
1245,"Change your everyday look with this Set of 6 Rhodium Plated CZ Stud Earrings and sparkle all day long.


Stainless steel rhodium plated
Prong setti...",164639,,Set of 6 Rhodium Plated CZ Stud Earrings,$11.99,,$125,https://www.livingsocial.com/products/us/tag/fashion/164639-set-of-6-rhodium-plated-cz-stud-earrings?pos=1245
1246,"A luxurious microfiber sheet set that rivals the finest Egyptian cotton in both comfort and elegance. Simple and sophisticated, this set will pull ...",164383,,Metropolis Printed Sheet Set - 6 Colors,$39.99,,$139,https://www.livingsocial.com/products/us/tag/home-goods/164383-metropolis-printed-sheet-set-6-colors?pos=1246
1247,"Just a drop of these 100-percent pure essential oils goes a long way. Warm and sweet, each is prized for different benefits: Eucalyptus oil can be ...",164349,,"Now Foods Essential Oils 3 Pack - Jasmine, Eucalyptus, & Peppermint Oils",$17.99,,$19.98,https://www.livingsocial.com/products/us/tag/health/164349-now-foods-essential-oils-3-pack-jasmine-eucalyptus-peppermint-oils?pos=1247
1248,"Selfies have taken the world by storm! And now, you can take your selfie game to the next level. This incredible tripod lets you set up your phone ...",164239,,Jamsonic Wireless Tripod Selfie with Bluetooth Remote Shutter - 4 Colors,$9.99,,$49.99,https://www.livingsocial.com/products/us/tag/electronics/164239-jamsonic-wireless-tripod-selfie-with-bluetooth-remote-shutter-4-colors?pos=1248
1249,Power in your pocket! Feel secured knowing this portable backup battery charger will provide that extra boost of battery power while you're on the ...,164219,,Ultra-Thin Wallet-Size Backup Battery Charger - 3 Colors,$13.99,,$45,https://www.livingsocial.com/products/us/tag/electronics/164219-ultra-thin-wallet-size-backup-battery-charger-3-colors?pos=1249
1250,Dieting and exercise alone is generally not enough for the average person to lose weight and increase their energy. But thanks to NutriV Weight Los...,166666,,NutriV Fat Burning Weight Loss Drops,$24.99,,$49.99,https://www.livingsocial.com/products/us/tag/health/166666-nutriv-fat-burning-weight-loss-drops?pos=1250
1251,"You've been blessed with a whole lot of hair, now get help taming your tangled mane with this offer


Designed to help smooth and detangle hair whi...",166396,,Magic Detangling Brush - 2 Colors,$4.99,,$24.99,https://www.livingsocial.com/products/us/tag/beauty/166396-magic-detangling-brush-2-colors?pos=1251
1252,Never waste time searching for items in your purse or handbag again! Our colorful purse organizers are designed to fit most handbags (excluding sma...,166376,,Purse Organizer - 9 Colors,$7.99,,$19.99,https://www.livingsocial.com/products/us/tag/fashion/166376-purse-organizer-9-colors?pos=1252
1253,"Add some color accents to your home decor with these beautiful  faux suede decorative pillows.

Product Care: 100% Polyester. Washable. Imported.
",166226,,Ultra-Soft Faux-Fur Decorative Pillow - 4 colors,$14.99,,$45,https://www.livingsocial.com/products/us/tag/home-goods/166226-ultra-soft-faux-fur-decorative-pillow-4-colors?pos=1253
1254,"Get these gorgeous ladies stainless steel huggie earrings available in stainless steel, 18k gold plated stainless steel, and 18k rose gold plated s...",166150,,18k Gold Plated Huggie Earrings,$7.99,,$99.99,https://www.livingsocial.com/products/us/tag/fashion/166150-18k-gold-plated-huggie-earrings?pos=1254
1255,Travel in sturdy and affordable style with your family’s essentials neatly packed in the Traveler’s Choice 4-piece packing cube sets from Travel Se...,165416,,Amsterdam Lightweight 4-Piece Delux Meshed Packing Cube Travel Set,$19.99,,$79.98,https://www.livingsocial.com/products/us/tag/home-goods/165416-amsterdam-lightweight-4-piece-delux-meshed-packing-cube-travel-set?pos=1255
1256,"Ready to use: Gel polish &amp; Nail Lacquer Acetone prep pad. 

You've discovered the wonderful world of gel polish. Oh, how delightful it is to ha...",165380,,Gel and Nail Polish Remover Wraps - (200-Count),$7.99,,$19.98,https://www.livingsocial.com/products/us/tag/beauty/165380-gel-and-nail-polish-remover-wraps-200-count?pos=1256
1257,"Stay organized on all of those long winded trips with this Passport and Documents Folder. Perfect for all travelers everywhere, this easy clutch li...",165263,,Passport & Documents Holder - Assorted Colors,$8.99,,$34.99,https://www.livingsocial.com/products/us/tag/home-goods/165263-passport-documents-holder-assorted-colors?pos=1257
1258,"The DAWGS Women's 13"" Microfiber boot will keep your feet and legs warm. This boot is built for comfort, padded with a memory foam insole and faux ...",165249,,Women's 13 inch Microfiber Boots - Assorted Colors,$24.99,,$89.99,https://www.livingsocial.com/products/us/tag/fashion/165249-women-s-13-inch-microfiber-boots-assorted-colors?pos=1258
1259,"Spread love with these beautiful infinity rings.


Sterling silver rhodium plated
14k gold plated
14k rose gold plated, 
Weights vary according to ...",161003,,'I Love You' Infinity Rings in Sterling Silver - 3 Styles,$9.99,,$99.99,https://www.livingsocial.com/products/us/tag/fashion/161003-i-love-you-infinity-rings-in-sterling-silver-3-styles?pos=1259
1260,"Glam up your look with these Sterling Silver Swarovski Element Rhodium Plated Earrings. 

Choice of Silver , 14kt gold plated , 14kt rose gold plat...",159253,,Swarovski Elements Crystal Stud Earrings,$4.99,,$124.99,https://www.livingsocial.com/products/us/tag/fashion/159253-swarovski-elements-crystal-stud-earrings?pos=1260
1261,Treat your feet and back to comfort while you stand and work with the Luxury Anti-Fatigue Floor Mats enhanced with Bounce Comfort technology. Perfe...,159219,,Luxury Faux Leather Anti-Fatigue Foam Floor Mat - 4 Colors,$19.99,,$79.98,https://www.livingsocial.com/products/us/tag/home-goods/159219-luxury-faux-leather-anti-fatigue-foam-floor-mat-4-colors?pos=1261
1262,"Change your everyday look with this Set of 6 Rhodium Plated CZ Stud Earrings and sparkle all day long.


Stainless steel rhodium plated
Prong setti...",164639,,Set of 6 Rhodium Plated CZ Stud Earrings,$11.99,,$125,https://www.livingsocial.com/products/us/tag/fashion/164639-set-of-6-rhodium-plated-cz-stud-earrings?pos=1262
1263,"A luxurious microfiber sheet set that rivals the finest Egyptian cotton in both comfort and elegance. Simple and sophisticated, this set will pull ...",164383,,Metropolis Printed Sheet Set - 6 Colors,$39.99,,$139,https://www.livingsocial.com/products/us/tag/home-goods/164383-metropolis-printed-sheet-set-6-colors?pos=1263
1264,"Just a drop of these 100-percent pure essential oils goes a long way. Warm and sweet, each is prized for different benefits: Eucalyptus oil can be ...",164349,,"Now Foods Essential Oils 3 Pack - Jasmine, Eucalyptus, & Peppermint Oils",$17.99,,$19.98,https://www.livingsocial.com/products/us/tag/health/164349-now-foods-essential-oils-3-pack-jasmine-eucalyptus-peppermint-oils?pos=1264
1265,"Selfies have taken the world by storm! And now, you can take your selfie game to the next level. This incredible tripod lets you set up your phone ...",164239,,Jamsonic Wireless Tripod Selfie with Bluetooth Remote Shutter - 4 Colors,$9.99,,$49.99,https://www.livingsocial.com/products/us/tag/electronics/164239-jamsonic-wireless-tripod-selfie-with-bluetooth-remote-shutter-4-colors?pos=1265
1266,Power in your pocket! Feel secured knowing this portable backup battery charger will provide that extra boost of battery power while you're on the ...,164219,,Ultra-Thin Wallet-Size Backup Battery Charger - 3 Colors,$13.99,,$45,https://www.livingsocial.com/products/us/tag/electronics/164219-ultra-thin-wallet-size-backup-battery-charger-3-colors?pos=1266
1267,Travel in sturdy and affordable style with your family’s essentials neatly packed in the Traveler’s Choice 4-piece packing cube sets from Travel Se...,165416,,Amsterdam Lightweight 4-Piece Delux Meshed Packing Cube Travel Set,$19.99,,$79.98,https://www.livingsocial.com/products/us/tag/home-goods/165416-amsterdam-lightweight-4-piece-delux-meshed-packing-cube-travel-set?pos=1267
1268,"Ready to use: Gel polish &amp; Nail Lacquer Acetone prep pad. 

You've discovered the wonderful world of gel polish. Oh, how delightful it is to ha...",165380,,Gel and Nail Polish Remover Wraps - (200-Count),$7.99,,$19.98,https://www.livingsocial.com/products/us/tag/beauty/165380-gel-and-nail-polish-remover-wraps-200-count?pos=1268
1269,"Stay organized on all of those long winded trips with this Passport and Documents Folder. Perfect for all travelers everywhere, this easy clutch li...",165263,,Passport & Documents Holder - Assorted Colors,$8.99,,$34.99,https://www.livingsocial.com/products/us/tag/home-goods/165263-passport-documents-holder-assorted-colors?pos=1269
1270,"The DAWGS Women's 13"" Microfiber boot will keep your feet and legs warm. This boot is built for comfort, padded with a memory foam insole and faux ...",165249,,Women's 13 inch Microfiber Boots - Assorted Colors,$24.99,,$89.99,https://www.livingsocial.com/products/us/tag/fashion/165249-women-s-13-inch-microfiber-boots-assorted-colors?pos=1270
1271,Make your world sparkle and shimmer with this necklace and earring set. The adorable petite pendant and earrings have a solitaire design for a trad...,160523,,3CTW White Simulated Diamond Necklace and Earring Set,$9.99,,$124.99,https://www.livingsocial.com/products/us/tag/fashion/160523-3ctw-white-simulated-diamond-necklace-and-earring-set?pos=1271
1272,"Score your own touchdown with a pair of these officially licensed NFL socks. 


Officially licensed product
83% acrylic, 14% polyester, 2% rubber, ...",160349,,NFL - NFC Team Logo Crew Socks  - 8 Styles,$11.99,,$29.99,https://www.livingsocial.com/products/us/tag/fashion/160349-nfl-nfc-team-logo-crew-socks-8-styles?pos=1272
1273,"Score your own touchdown with a pair of these officially licensed NFL socks.


Officially licensed product
83% acrylic, 14% polyester, 2% rubber, a...",160239,,NFL - AFC Team Logo Crew Socks - 5 Styles,$11.99,,$29.99,https://www.livingsocial.com/products/us/tag/fashion/160239-nfl-afc-team-logo-crew-socks-5-styles?pos=1273
1274,"Adorn your wrist with this beautifully crafted Charmed Feelings Murano Style Glass and Charms Bracelet available in 12 colors! 


Metal – Silver pl...",160183,,Charmed Feelings Murano Style Glass and Charms Bracelet - 12 Colors,$9.99,,$119.99,https://www.livingsocial.com/products/us/tag/fashion/160183-charmed-feelings-murano-style-glass-and-charms-bracelet-12-colors?pos=1274
1275,"Spread love with these beautiful infinity rings.


Sterling silver rhodium plated
14k gold plated
14k rose gold plated, 
Weights vary according to ...",161003,,'I Love You' Infinity Rings in Sterling Silver - 3 Styles,$9.99,,$99.99,https://www.livingsocial.com/products/us/tag/fashion/161003-i-love-you-infinity-rings-in-sterling-silver-3-styles?pos=1275
